Interval,Transfer,Bandwidth
1649,89.2,749
1650,88.5,742
1651,88.4,741
1652,89.6,752
1653,88,738
1654,88.2,740
1655,89.4,750
1656,88.1,739
1657,89.6,752
1658,88.6,743
1659,88.2,740
1660,89,747
1661,88.5,742
1662,89.5,751
1663,88.2,740
1664,89.1,748
1665,88.2,740
1666,88.5,742
1667,88.5,742
1668,89.8,753
1669,88.4,741
1670,88.5,742
1671,89.1,748
1672,88.1,739
1673,89.1,748
1674,88.5,742
1675,89.5,751
1676,88.1,739
1677,88.8,744
1678,89.4,750
1679,88.2,740
1680,89,747
1681,88.8,744
1682,88.4,741
1683,88.4,741
1684,88.5,742
1685,89.2,749
1686,88.4,741
1687,89.4,750
1688,88,738
1689,89.5,751
1690,87.9,737
1691,89.8,753
1692,88.1,739
1693,89.1,748
1694,88.1,739
1695,88.6,743
1696,89.1,748
1697,88.5,742
1698,88.8,744
1699,89.2,749
1700,88.2,740
1701,89.4,750
1702,88.5,742
1703,88.9,746
1704,88.8,744
1705,88.2,740
1706,89.4,750
1707,88.4,741
1708,88.4,741
1709,88.6,743
1710,88.5,742
1711,89.9,754
1712,88.4,741
